datetime,pm2_5,pm10,no2,so2,o3,co,aqi_index
2024-11-06 17:00:00+00:00,62.43,92.33,53.47,11.32,32.19,1388.55,4
2024-11-06 18:00:00+00:00,67.98,99.03,53.47,11.32,32.54,1468.66,4
2024-11-06 19:00:00+00:00,59.12,88.35,45.93,9.18,39.7,1241.68,4
2024-11-06 20:00:00+00:00,45.8,70.34,33.24,6.62,52.93,894.55,3
2024-11-06 21:00:00+00:00,40.1,61.93,20.91,5.66,66.52,640.87,3
2024-11-06 22:00:00+00:00,38.83,59.38,14.22,5.3,72.24,540.73,3
2024-11-06 23:00:00+00:00,39.78,60.38,13.19,5.42,70.81,547.41,3
2024-11-07 00:00:00+00:00,40.96,62.03,13.54,5.84,69.38,574.11,3
2024-11-07 01:00:00+00:00,42.65,64.37,16.62,6.56,66.52,634.19,3
2024-11-07 02:00:00+00:00,43.75,66.91,21.76,6.79,62.23,707.63,3
2024-11-07 03:00:00+00:00,48.5,76.82,35.99,7.87,49.35,974.66,3
2024-11-07 04:00:00+00:00,34.9,65.78,21.25,7.27,70.1,627.52,3
2024-11-07 05:00:00+00:00,34.4,68.57,19.02,7.33,74.39,600.81,3
2024-11-07 06:00:00+00:00,34.31,71.47,14.57,6.85,84.4,540.73,3
2024-11-07 07:00:00+00:00,32.33,71.15,10.28,5.36,91.55,447.27,3
2024-11-07 08:00:00+00:00,31.09,71.04,8.91,4.83,91.55,417.23,3
2024-11-07 09:00:00+00:00,30.39,71.86,9,4.47,88.69,413.89,3
2024-11-07 10:00:00+00:00,29.54,72.93,9.34,4.05,84.4,403.88,3
2024-11-07 11:00:00+00:00,29.07,73.45,10.71,4.11,77.96,410.56,3
2024-11-07 12:00:00+00:00,29,73.52,13.54,4.11,70.81,427.25,3
2024-11-07 13:00:00+00:00,29.57,73.4,19.71,4.47,61.51,494,3
2024-11-07 14:00:00+00:00,29.99,72.75,21.25,4.71,58.65,520.71,3
2024-11-07 15:00:00+00:00,30.84,72.02,18.34,4.95,62.23,500.68,3
2024-11-07 16:00:00+00:00,41.22,84.41,32.9,7.03,46.49,827.79,3
2024-11-07 17:00:00+00:00,52.56,97.82,44.55,8.7,30.4,1121.52,4
2024-11-07 18:00:00+00:00,60.57,106.61,49.35,9.89,25.03,1281.74,4
2024-11-07 19:00:00+00:00,57.87,101.96,47.98,9.18,26.11,1228.33,4
2024-11-07 20:00:00+00:00,46.69,85.19,38.73,7.03,36.12,961.3,3
2024-11-07 21:00:00+00:00,41.31,76.21,27.42,6.2,48.64,747.68,3
2024-11-07 22:00:00+00:00,38.57,71.26,18.34,5.66,57.94,600.81,3
2024-11-07 23:00:00+00:00,35.62,67.14,13.37,5.19,62.94,500.68,3
2024-11-08 00:00:00+00:00,33.57,64.85,11.14,4.89,65.09,453.95,3
2024-11-08 01:00:00+00:00,32.87,64.56,11.48,5.01,65.09,460.62,3
2024-11-08 02:00:00+00:00,33.21,65.95,14.74,5.25,61.51,507.35,3
2024-11-08 03:00:00+00:00,38.5,74.91,28.1,6.62,48.64,754.36,3
2024-11-08 04:00:00+00:00,29.54,64.23,16.62,5.66,66.52,520.71,3
2024-11-08 05:00:00+00:00,29.59,64.66,16.11,5.9,72.24,534.06,3
2024-11-08 06:00:00+00:00,30.19,65.69,13.88,6.2,81.54,514.03,3
2024-11-08 07:00:00+00:00,29.26,64.8,10.71,5.6,90.12,453.95,3
2024-11-08 08:00:00+00:00,28.22,63.5,9.51,5.25,92.98,427.25,3
2024-11-08 09:00:00+00:00,27.32,62.56,9.77,4.95,90.12,427.25,3
2024-11-08 10:00:00+00:00,26.3,61.17,10.37,4.53,85.83,423.91,3
2024-11-08 11:00:00+00:00,25.86,60.5,12,4.53,78.68,433.92,3
2024-11-08 12:00:00+00:00,25.61,59.72,15.25,4.47,70.81,460.62,3
2024-11-08 13:00:00+00:00,26.44,60.24,22.28,4.95,58.65,534.06,3
2024-11-08 14:00:00+00:00,27.57,61.1,24.33,5.19,53.64,567.44,3
2024-11-08 15:00:00+00:00,29.21,62.88,21.25,5.36,55.79,540.73,3
2024-11-08 16:00:00+00:00,37.74,74.3,31.19,7.21,43.27,781.06,3
2024-11-08 17:00:00+00:00,46.37,85.29,39.07,8.34,31.11,974.66,3
2024-11-08 18:00:00+00:00,50.86,90.53,40.1,8.58,28.97,1041.41,4
2024-11-08 19:00:00+00:00,47.94,85.1,37.01,7.45,31.83,961.3,3
2024-11-08 20:00:00+00:00,40.6,72.93,30.5,5.72,38.98,754.36,3
2024-11-08 21:00:00+00:00,36.15,64.82,19.88,4.41,51.5,554.08,3
2024-11-08 22:00:00+00:00,34.84,61.39,12.68,3.93,60.8,460.62,3
2024-11-08 23:00:00+00:00,33.89,59.91,10.28,3.99,64.37,447.27,3
2024-11-09 00:00:00+00:00,33.1,59.62,10.28,4.35,65.09,467.3,3
2024-11-09 01:00:00+00:00,33.39,61.62,12.68,5.07,64.37,520.71,3
2024-11-09 02:00:00+00:00,34.62,65.39,18.16,5.96,61.51,620.84,3
2024-11-09 03:00:00+00:00,40.04,74.5,31.87,7.75,50.78,881.2,3
2024-11-09 04:00:00+00:00,27.24,60.4,17.14,6.14,70.81,547.41,3
2024-11-09 05:00:00+00:00,26.24,59.1,14.39,5.48,77.25,500.68,3
2024-11-09 06:00:00+00:00,26.81,59.76,10.88,5.07,85.83,453.95,3
2024-11-09 07:00:00+00:00,26.54,59.11,7.37,4.11,91.55,383.85,3
2024-11-09 08:00:00+00:00,26.05,58.39,5.83,3.58,91.55,350.48,3
2024-11-09 09:00:00+00:00,25.34,57.47,5.48,3.13,88.69,337.12,3
2024-11-09 10:00:00+00:00,25.01,57.34,5.91,2.98,84.4,340.46,3
2024-11-09 11:00:00+00:00,25.41,57.97,7.63,3.25,77.96,360.49,3
2024-11-09 12:00:00+00:00,25.38,58.18,10.37,3.34,71.53,387.19,3
