datetime,pm2_5,pm10,no2,so2,o3,co,aqi_index
2025-04-30 01:00:00+00:00,28.32,64.57,0.1,0.36,72.24,106.25,3
2025-04-30 02:00:00+00:00,28.42,65.02,0.12,0.35,73.86,106.6,3
2025-04-30 03:00:00+00:00,28.48,65.16,0.12,0.33,75.27,106.73,3
2025-04-30 04:00:00+00:00,28.41,64.52,0.1,0.32,76.01,106.64,3
2025-04-30 05:00:00+00:00,28.26,63.17,0.08,0.31,75.83,106.46,3
2025-04-30 06:00:00+00:00,28.04,60.82,0.07,0.3,74.44,106.05,3
2025-04-30 07:00:00+00:00,27.75,58.12,0.06,0.29,72.12,105.61,3
2025-04-30 08:00:00+00:00,27.56,56.29,0.06,0.29,69.64,105.16,3
2025-04-30 09:00:00+00:00,27.52,55.67,0.05,0.3,67.31,104.89,3
2025-04-30 10:00:00+00:00,27.51,55.76,0.05,0.3,65.69,104.87,3
2025-04-30 11:00:00+00:00,27.44,55.84,0.06,0.31,64.69,104.64,3
2025-04-30 12:00:00+00:00,27.3,55.82,0.06,0.31,64.93,104.48,3
2025-04-30 13:00:00+00:00,26.92,55.25,0.08,0.31,66.45,104.6,3
2025-04-30 14:00:00+00:00,26.04,53.5,0.1,0.31,69.16,104.48,3
2025-04-30 15:00:00+00:00,24.82,51.02,0.1,0.3,72.53,104.13,3
2025-04-30 16:00:00+00:00,23.58,48.47,0.09,0.29,75.3,103.64,2
2025-04-30 17:00:00+00:00,22.59,46.32,0.09,0.28,77.77,103.42,2
2025-04-30 18:00:00+00:00,21.86,44.52,0.08,0.28,79.3,103.47,2
2025-04-30 19:00:00+00:00,21.33,43.07,0.08,0.27,80.07,103.34,2
2025-04-30 20:00:00+00:00,21.02,42.33,0.08,0.27,79.9,103.4,2
2025-04-30 21:00:00+00:00,20.87,42.08,0.08,0.28,79.11,103.31,2
2025-04-30 22:00:00+00:00,20.78,42.21,0.08,0.29,78.29,103.6,2
2025-04-30 23:00:00+00:00,20.69,42.55,0.08,0.3,77.52,103.86,2
2025-05-01 00:00:00+00:00,20.65,43.14,0.08,0.32,76.44,104.24,2
2025-05-01 01:00:00+00:00,20.65,43.85,0.08,0.33,74.93,104.59,2
2025-05-01 02:00:00+00:00,20.72,44.66,0.1,0.35,73.42,104.84,2
2025-05-01 03:00:00+00:00,20.89,45.59,0.11,0.36,71.71,105.09,2
2025-05-01 04:00:00+00:00,21.07,46.46,0.09,0.37,69.74,104.86,2
2025-05-01 05:00:00+00:00,21.35,47.38,0.08,0.37,67.89,104.82,2
2025-05-01 06:00:00+00:00,21.61,48.21,0.07,0.38,65.76,104.5,2
2025-05-01 07:00:00+00:00,21.82,48.82,0.06,0.37,63.81,104.02,2
2025-05-01 08:00:00+00:00,21.95,49.16,0.05,0.37,62.06,103.69,2
2025-05-01 09:00:00+00:00,22.01,49.28,0.05,0.36,60.62,103.42,2
2025-05-01 10:00:00+00:00,21.99,49.22,0.05,0.36,59.6,103.28,2
2025-05-01 11:00:00+00:00,21.99,49.53,0.05,0.36,58.83,103.13,2
2025-05-01 12:00:00+00:00,21.94,49.95,0.06,0.36,58.78,103.18,2
2025-05-01 13:00:00+00:00,21.83,50.22,0.07,0.36,59.5,103.53,3
2025-05-01 14:00:00+00:00,21.57,49.92,0.09,0.36,60.15,103.99,2
2025-05-01 15:00:00+00:00,21.23,49.33,0.1,0.36,60.66,104.66,2
2025-05-01 16:00:00+00:00,20.83,48.68,0.09,0.35,60.94,104.95,2
2025-05-01 17:00:00+00:00,20.53,48.53,0.09,0.35,61.03,105.36,2
2025-05-01 18:00:00+00:00,20.26,48.75,0.09,0.36,60.91,105.65,2
2025-05-01 19:00:00+00:00,19.88,48.62,0.08,0.36,60.63,105.59,2
2025-05-01 20:00:00+00:00,19.5,48.32,0.08,0.37,60.52,105.53,2
2025-05-01 21:00:00+00:00,19.16,48.08,0.08,0.37,60.77,105.69,2
2025-05-01 22:00:00+00:00,18.81,47.79,0.08,0.37,61.37,106.05,2
2025-05-01 23:00:00+00:00,18.5,47.42,0.08,0.36,61.66,106.22,2
2025-05-02 00:00:00+00:00,18.28,47.13,0.08,0.36,61.52,106.59,2
2025-05-02 01:00:00+00:00,18.18,47.11,0.08,0.35,60.72,106.85,2
2025-05-02 02:00:00+00:00,0,0,0.09,0.36,59.66,107.28,3.333331823
2025-05-02 03:00:00+00:00,18.22,47.81,0.1,0.37,58.65,107.73,2
2025-05-02 04:00:00+00:00,18.16,47.81,0.08,0.37,58.47,107.58,2
2025-05-02 05:00:00+00:00,18.07,47.77,0.07,0.37,58.99,107.67,2
2025-05-02 06:00:00+00:00,18,47.94,0.06,0.37,59.56,107.31,2
2025-05-02 07:00:00+00:00,17.91,48.18,0.05,0.36,59.53,107,2
2025-05-02 08:00:00+00:00,17.84,48.62,0.05,0.35,58.95,106.58,2
2025-05-02 09:00:00+00:00,17.85,49.44,0.05,0.35,57.97,106.15,2
2025-05-02 10:00:00+00:00,17.92,50.35,0.05,0.35,57.26,105.97,3
2025-05-02 11:00:00+00:00,17.89,50.7,0.05,0.35,56.62,105.51,3
2025-05-02 12:00:00+00:00,17.83,50.7,0.06,0.36,56.23,105.34,3
2025-05-02 13:00:00+00:00,17.89,51.12,0.07,0.37,56.07,105.57,3
2025-05-02 14:00:00+00:00,18.02,52.08,0.09,0.38,55.95,105.86,3
2025-05-02 15:00:00+00:00,18.17,53.56,0.09,0.38,56.34,106.04,3
2025-05-02 16:00:00+00:00,18.27,55.07,0.09,0.38,57.19,105.86,3
2025-05-02 17:00:00+00:00,18.3,56.21,0.09,0.38,58.08,105.55,3
2025-05-02 18:00:00+00:00,18.24,56.78,0.09,0.39,58.64,105.21,3
2025-05-02 19:00:00+00:00,18.1,56.99,0.08,0.39,58.69,104.86,3
2025-05-02 20:00:00+00:00,18.01,57.38,0.08,0.39,58.7,104.71,3
2025-05-02 21:00:00+00:00,17.99,57.84,0.08,0.4,58.7,104.59,3
2025-05-02 22:00:00+00:00,17.99,58.54,0.09,0.41,59.17,104.66,3
2025-05-02 23:00:00+00:00,17.98,59.44,0.09,0.41,59.63,104.88,3
2025-05-03 00:00:00+00:00,18.03,60.64,0.09,0.42,60.05,105.22,3
2025-05-03 01:00:00+00:00,18.19,62.69,0.09,0.43,60.29,105.73,3
2025-05-03 02:00:00+00:00,18.47,65.26,0.11,0.45,60.46,106.26,3
2025-05-03 03:00:00+00:00,18.81,68.02,0.12,0.45,60.75,106.74,3
2025-05-03 04:00:00+00:00,19.13,70.66,0.1,0.45,61.28,106.84,3
2025-05-03 05:00:00+00:00,19.35,72.1,0.09,0.45,61.63,106.66,3
2025-05-03 06:00:00+00:00,19.42,71.76,0.08,0.43,61.43,106.43,3
2025-05-03 07:00:00+00:00,19.29,69.79,0.07,0.41,60.75,105.88,3
2025-05-03 08:00:00+00:00,19.03,66.6,0.06,0.39,60.25,105.21,3
2025-05-03 09:00:00+00:00,18.76,63.4,0.06,0.38,60.34,104.82,3
2025-05-03 10:00:00+00:00,18.65,60.79,0.06,0.37,61.06,104.69,3
2025-05-03 11:00:00+00:00,18.69,58.95,0.06,0.37,61.77,104.46,3
2025-05-03 12:00:00+00:00,18.97,58.76,0.07,0.37,62.78,104.56,3
2025-05-03 13:00:00+00:00,19.57,60.73,0.09,0.39,64.42,105.52,3
2025-05-03 14:00:00+00:00,20.15,62.19,0.11,0.4,65.49,106.38,3
2025-05-03 15:00:00+00:00,20.75,63.5,0.11,0.41,66.16,107.12,3
2025-05-03 16:00:00+00:00,21.38,65.2,0.11,0.42,66.78,107.85,3
2025-05-03 17:00:00+00:00,22.12,67.72,0.11,0.43,67.58,108.76,3
2025-05-03 18:00:00+00:00,22.88,70.59,0.11,0.44,68.42,109.82,3
2025-05-03 19:00:00+00:00,23.54,72.94,0.11,0.45,68.98,110.67,3
2025-05-03 20:00:00+00:00,24.04,74.38,0.11,0.46,69.09,111.38,3
2025-05-03 21:00:00+00:00,24.46,74.81,0.11,0.48,68.81,111.83,3
2025-05-03 22:00:00+00:00,24.83,74.83,0.11,0.48,68.51,112.38,3
2025-05-03 23:00:00+00:00,25.2,75.04,0.11,0.49,68.44,113.01,3
2025-05-04 00:00:00+00:00,25.57,75.74,0.11,0.48,68.43,113.65,3
2025-05-04 01:00:00+00:00,25.94,76.99,0.11,0.46,68.34,114.06,3
2025-05-04 02:00:00+00:00,26.2,77.28,0.13,0.44,67.97,114.23,3
2025-05-04 03:00:00+00:00,26.1,76.07,0.13,0.42,67.45,114.23,3
2025-05-04 04:00:00+00:00,25.72,74.97,0.11,0.41,67.62,114.83,3
2025-05-04 05:00:00+00:00,25.16,74.77,0.09,0.4,67.84,116.12,3
2025-05-04 06:00:00+00:00,24.29,73.74,0.08,0.38,67.52,118.14,3
2025-05-04 07:00:00+00:00,23,70.96,0.07,0.37,66.66,121.33,3
2025-05-04 08:00:00+00:00,21.69,67.98,0.06,0.35,65.41,124.33,3
2025-05-04 09:00:00+00:00,21.04,67.24,0.06,0.36,63.71,126.63,3
2025-05-04 10:00:00+00:00,21.16,69.6,0.07,0.37,62.2,128.12,3
2025-05-04 11:00:00+00:00,21.58,72.93,0.07,0.39,61.1,128.65,3
2025-05-04 12:00:00+00:00,21.95,75.92,0.08,0.41,60.82,128.78,3
2025-05-04 13:00:00+00:00,22.2,77.84,0.1,0.43,61.05,128.9,3
2025-05-04 14:00:00+00:00,22.26,78.11,0.13,0.44,61.51,129.15,3
2025-05-04 15:00:00+00:00,22.37,78.47,0.14,0.45,62.11,129.32,3
2025-05-04 16:00:00+00:00,22.44,78.66,0.13,0.45,62.74,129.3,3
2025-05-04 17:00:00+00:00,22.51,78.66,0.13,0.45,63.28,129.09,3
2025-05-04 18:00:00+00:00,22.49,77.49,0.13,0.43,63.43,128.69,3
2025-05-04 19:00:00+00:00,22.33,74.78,0.12,0.42,62.87,127.54,3
2025-05-04 20:00:00+00:00,22.12,71.48,0.12,0.41,62.09,126.5,3
2025-05-04 21:00:00+00:00,21.82,68.49,0.12,0.41,61.03,125.84,3
2025-05-04 22:00:00+00:00,21.56,66.52,0.12,0.41,60.31,125.44,3
2025-05-04 23:00:00+00:00,21.19,65.03,0.12,0.41,59.48,125.59,3
2025-05-05 00:00:00+00:00,20.75,64.41,0.12,0.4,58.7,125.77,3
2025-05-05 01:00:00+00:00,20.28,64.35,0.12,0.4,58.15,126.05,3
2025-05-05 02:00:00+00:00,19.66,63.45,0.13,0.38,57.63,125.55,3
2025-05-05 03:00:00+00:00,18.9,61.59,0.13,0.37,56.62,124.85,3
2025-05-05 04:00:00+00:00,18.06,59.47,0.11,0.35,54.8,123.77,3
2025-05-05 05:00:00+00:00,17.41,58.39,0.09,0.35,53.01,123.14,3
2025-05-05 06:00:00+00:00,16.98,58.65,0.08,0.35,51.31,122.57,3
2025-05-05 07:00:00+00:00,16.98,60.93,0.07,0.35,50.01,122.07,3
2025-05-05 08:00:00+00:00,17.59,65.38,0.07,0.36,49.01,121.41,3
2025-05-05 09:00:00+00:00,18.73,71.82,0.07,0.37,48.37,120.73,3
2025-05-05 10:00:00+00:00,20.52,79.85,0.07,0.39,48.64,120.64,3
2025-05-05 11:00:00+00:00,22.28,85.62,0.08,0.4,49.28,120.32,3
2025-05-05 12:00:00+00:00,23.96,90.42,0.09,0.4,50.48,119.74,3
2025-05-05 13:00:00+00:00,25.75,94.3,0.11,0.4,52.31,119.8,3
2025-05-05 14:00:00+00:00,27.5,98.64,0.13,0.41,54.17,119.93,3
2025-05-05 15:00:00+00:00,29.4,104.94,0.14,0.41,56.59,120.41,4
2025-05-05 16:00:00+00:00,31.02,111.64,0.14,0.42,58.64,120.65,4
2025-05-05 17:00:00+00:00,31.23,114.46,0.14,0.44,58.99,120.6,4
2025-05-05 18:00:00+00:00,30.43,114.66,0.13,0.45,58.74,120.43,4
2025-05-05 19:00:00+00:00,28.8,113.23,0.13,0.46,58.49,119.77,4
2025-05-05 20:00:00+00:00,27.29,111.79,0.12,0.47,58.55,119.44,4
2025-05-05 21:00:00+00:00,26.11,110.14,0.12,0.46,58.46,119.09,4
2025-05-05 22:00:00+00:00,25.11,107.86,0.11,0.45,57.8,118.65,4
2025-05-05 23:00:00+00:00,24.37,105.49,0.11,0.42,56.96,118.21,4
2025-05-06 00:00:00+00:00,24,104.37,0.11,0.39,56.42,118.1,4
2025-05-06 01:00:00+00:00,24.1,105.1,0.1,0.36,56.58,118.15,4
2025-05-06 02:00:00+00:00,23.2,103.31,0.11,0.34,56.09,117.78,4
2025-05-06 03:00:00+00:00,21.18,97.57,0.11,0.33,54.83,117.13,3
2025-05-06 04:00:00+00:00,19.28,93.92,0.09,0.34,54.64,116.12,3
2025-05-06 05:00:00+00:00,18.23,92.88,0.08,0.34,55.51,115.19,3
2025-05-06 06:00:00+00:00,17.11,90.07,0.06,0.33,55.04,114.3,3
2025-05-06 07:00:00+00:00,15.99,85.91,0.06,0.31,53.63,113.48,3
2025-05-06 08:00:00+00:00,15.1,81.89,0.05,0.29,51.59,112.49,3
2025-05-06 09:00:00+00:00,14.46,78.7,0.05,0.28,49.42,111.53,3
2025-05-06 10:00:00+00:00,13.98,76.19,0.05,0.27,47.43,111.04,3
2025-05-06 11:00:00+00:00,13.39,72.83,0.06,0.27,45.56,110.44,3
2025-05-06 12:00:00+00:00,12.81,69.14,0.06,0.27,44.15,109.99,3
2025-05-06 13:00:00+00:00,12.47,66.53,0.08,0.28,43.64,110.13,3
2025-05-06 14:00:00+00:00,12.42,65.65,0.1,0.29,43.75,110.32,3
2025-05-06 15:00:00+00:00,12.63,66.51,0.1,0.31,44.38,110.41,3
2025-05-06 16:00:00+00:00,12.89,68.06,0.11,0.32,45.04,110.29,3
2025-05-06 17:00:00+00:00,13.17,70.06,0.11,0.33,45.57,110.53,3
2025-05-06 18:00:00+00:00,13.53,72.18,0.11,0.34,46.24,110.68,3
2025-05-06 19:00:00+00:00,14,74.97,0.11,0.35,47.35,110.49,3
2025-05-06 20:00:00+00:00,14.6,78.5,0.11,0.36,48.94,110.59,3
2025-05-06 21:00:00+00:00,15.16,81.33,0.11,0.38,50.29,110.68,3
2025-05-06 22:00:00+00:00,15.52,82.54,0.1,0.39,51.22,111.07,3
2025-05-06 23:00:00+00:00,15.77,82.86,0.1,0.39,51.99,111.42,3
2025-05-07 00:00:00+00:00,16.05,83.69,0.1,0.39,52.65,111.68,3
2025-05-07 01:00:00+00:00,16.34,84.69,0.1,0.38,52.91,111.72,3
2025-05-07 02:00:00+00:00,16.3,84.24,0.11,0.37,52.44,111.79,3
2025-05-07 03:00:00+00:00,16.08,82.91,0.11,0.35,51.66,111.75,3
2025-05-07 04:00:00+00:00,15.79,80.84,0.09,0.33,50.64,111.46,3
2025-05-07 05:00:00+00:00,15.42,78.3,0.07,0.31,49.25,111.36,3
2025-05-07 06:00:00+00:00,14.96,75.75,0.06,0.29,47.68,111.05,3
2025-05-07 07:00:00+00:00,14.36,73.36,0.05,0.27,45.74,110.64,3
2025-05-07 08:00:00+00:00,13.65,70.68,0.05,0.25,43.51,109.98,3
2025-05-07 09:00:00+00:00,12.94,68.49,0.05,0.23,41.57,109.2,3
2025-05-07 10:00:00+00:00,12.31,67.08,0.04,0.22,40.36,108.9,3
2025-05-07 11:00:00+00:00,11.8,65.48,0.05,0.22,39.09,108.26,3
2025-05-07 12:00:00+00:00,11.46,64.68,0.05,0.22,38.46,107.89,3
2025-05-07 13:00:00+00:00,11.29,64.64,0.06,0.23,38.28,108.07,3
2025-05-07 14:00:00+00:00,11.15,64.63,0.08,0.25,38.03,108.1,3
2025-05-07 15:00:00+00:00,11.04,64.65,0.09,0.25,37.81,108.09,3
2025-05-07 16:00:00+00:00,10.97,64.88,0.09,0.26,37.66,107.77,3
2025-05-07 17:00:00+00:00,11.01,65.48,0.09,0.26,37.5,107.44,3
2025-05-07 18:00:00+00:00,11.08,66.26,0.09,0.26,37.45,106.99,3
2025-05-07 19:00:00+00:00,11.16,67.19,0.09,0.26,37.45,106.06,3
2025-05-07 20:00:00+00:00,11.33,68.34,0.09,0.26,37.62,105.08,3
2025-05-07 21:00:00+00:00,11.53,69.5,0.08,0.26,37.75,104.23,3
2025-05-07 22:00:00+00:00,11.77,70.77,0.08,0.26,37.94,103.36,3
2025-05-07 23:00:00+00:00,12.11,72.93,0.08,0.26,38.31,102.52,3
2025-05-08 00:00:00+00:00,12.53,75.95,0.08,0.26,38.9,101.7,3
2025-05-08 01:00:00+00:00,13.01,78.85,0.07,0.26,39.91,101.25,3
2025-05-08 02:00:00+00:00,13.67,81.89,0.08,0.25,41.87,100.94,3
2025-05-08 03:00:00+00:00,14.53,85.55,0.08,0.25,44.06,100.55,3
2025-05-08 04:00:00+00:00,15.38,88.36,0.06,0.24,45.92,99.87,3
2025-05-08 05:00:00+00:00,16.21,91.27,0.05,0.23,47.14,99.22,3
2025-05-08 06:00:00+00:00,16.94,94.13,0.05,0.22,47.58,98.46,3
2025-05-08 07:00:00+00:00,17.64,98.11,0.04,0.2,47.54,97.66,3
2025-05-08 08:00:00+00:00,18.17,101.46,0.04,0.19,46.94,96.78,4
2025-05-08 09:00:00+00:00,18.48,103.5,0.03,0.18,45.96,95.84,4
2025-05-08 10:00:00+00:00,18.69,104.83,0.03,0.18,45,95.35,4
2025-05-08 11:00:00+00:00,18.72,104.97,0.04,0.17,44.05,94.62,4
2025-05-08 12:00:00+00:00,18.65,104.42,0.04,0.17,43.43,94.2,4
2025-05-08 13:00:00+00:00,18.65,103.67,0.05,0.17,43.29,94.11,4
2025-05-08 14:00:00+00:00,18.71,103.12,0.06,0.17,43.29,94.16,4
2025-05-08 15:00:00+00:00,18.9,103.05,0.07,0.18,43.33,94.24,4
2025-05-08 16:00:00+00:00,19.04,102.7,0.07,0.18,43.43,94.21,4
2025-05-08 17:00:00+00:00,19.22,102.26,0.07,0.18,44.03,94.41,4
2025-05-08 18:00:00+00:00,19.54,102.07,0.06,0.18,45.14,94.82,4
2025-05-08 19:00:00+00:00,19.89,101.86,0.06,0.18,46.48,95.15,4
2025-05-08 20:00:00+00:00,20.18,101.6,0.06,0.17,47.61,95.37,4
2025-05-08 21:00:00+00:00,20.27,101.14,0.06,0.17,48.3,95.5,4
2025-05-08 22:00:00+00:00,20.29,100.73,0.06,0.16,48.74,95.4,4
2025-05-08 23:00:00+00:00,20.22,100.08,0.05,0.16,49.1,95.34,4
2025-05-09 00:00:00+00:00,19.96,98.76,0.05,0.16,49.32,95.11,3
2025-05-09 01:00:00+00:00,19.47,95.79,0.05,0.17,49.59,94.97,3
2025-05-09 02:00:00+00:00,18.94,92.03,0.06,0.17,50.06,95.4,3
2025-05-09 03:00:00+00:00,18.52,88.81,0.05,0.16,50.88,95.98,3
2025-05-09 04:00:00+00:00,18.05,85.57,0.04,0.15,51.29,96.49,3
2025-05-09 05:00:00+00:00,17.66,82.7,0.04,0.14,51.69,97.37,3
2025-05-09 06:00:00+00:00,17.32,80.07,0.03,0.14,51.63,98.37,3
2025-05-09 07:00:00+00:00,17.05,77.93,0.03,0.13,51.1,99.12,3
2025-05-09 08:00:00+00:00,16.8,75.89,0.03,0.13,50.19,99.68,3
2025-05-09 09:00:00+00:00,16.56,73.95,0.03,0.12,49.18,100.13,3
2025-05-09 10:00:00+00:00,16.44,72.74,0.03,0.12,48.43,100.76,3
2025-05-09 11:00:00+00:00,16.34,71.82,0.03,0.12,47.81,100.9,3
2025-05-09 12:00:00+00:00,16.29,71.72,0.04,0.12,47.29,100.42,3
2025-05-09 13:00:00+00:00,16.44,73.07,0.04,0.12,46.68,99.48,3
2025-05-09 14:00:00+00:00,16.65,75.09,0.05,0.11,45.96,98.07,3
2025-05-09 15:00:00+00:00,16.92,77.04,0.06,0.11,45.5,96.95,3
2025-05-09 16:00:00+00:00,17.09,77.36,0.05,0.1,45.85,97.06,3
2025-05-09 17:00:00+00:00,17.26,77.51,0.05,0.1,46.53,97.95,3
2025-05-09 18:00:00+00:00,17.59,78.77,0.05,0.1,47.18,98.95,3
2025-05-09 19:00:00+00:00,18.21,82.13,0.05,0.1,47.56,99.57,3
2025-05-09 20:00:00+00:00,19.2,87.89,0.05,0.1,47.85,99.96,3
2025-05-09 21:00:00+00:00,20.49,95.51,0.05,0.1,47.94,99.94,3
2025-05-09 22:00:00+00:00,22.42,106.56,0.05,0.1,47.95,99.47,4
2025-05-09 23:00:00+00:00,25.22,122.37,0.05,0.1,47.87,98.84,4
2025-05-10 00:00:00+00:00,28.92,142.64,0.05,0.1,47.75,97.98,4
2025-05-10 01:00:00+00:00,32.98,163.57,0.05,0.1,47.93,97.55,4
2025-05-10 02:00:00+00:00,36.47,180.3,0.05,0.1,48.3,97.83,4
2025-05-10 03:00:00+00:00,39.3,193.13,0.05,0.1,48.65,98.39,4
2025-05-10 04:00:00+00:00,40.84,199.46,0.04,0.09,48.57,98.57,4
2025-05-10 05:00:00+00:00,42.6,207.45,0.03,0.09,48.18,98.58,5
2025-05-10 06:00:00+00:00,45.27,219.72,0.03,0.09,47.21,98.39,5
2025-05-10 07:00:00+00:00,49.48,239.13,0.02,0.08,45.87,97.51,5
2025-05-10 08:00:00+00:00,54.84,263.73,0.02,0.08,44.53,96.54,5
2025-05-10 09:00:00+00:00,60.93,289.95,0.02,0.08,43.51,95.82,5
2025-05-10 10:00:00+00:00,68.88,322.08,0.02,0.08,43.24,95.63,5
2025-05-10 11:00:00+00:00,78.02,357.54,0.03,0.09,43.67,95.64,5
2025-05-10 12:00:00+00:00,86.86,390.05,0.03,0.09,44.81,96.2,5
2025-05-10 13:00:00+00:00,95.19,418.37,0.04,0.1,46.59,97.43,5
2025-05-10 14:00:00+00:00,103.16,440.88,0.05,0.12,48.6,98.66,5
2025-05-10 15:00:00+00:00,110.65,456.9,0.05,0.13,50.92,100.04,5
2025-05-10 16:00:00+00:00,115.43,458.83,0.05,0.14,53.18,101.5,5
2025-05-10 17:00:00+00:00,117.4,450.56,0.05,0.14,55.24,103.33,5
2025-05-10 18:00:00+00:00,119.13,441.24,0.05,0.14,57.14,104.72,5
2025-05-10 19:00:00+00:00,121.58,436.45,0.05,0.14,58.54,105.31,5
2025-05-10 20:00:00+00:00,126.63,441.75,0.04,0.15,59.66,105.04,5
2025-05-10 21:00:00+00:00,132.38,448.64,0.04,0.15,60.72,104.45,5
2025-05-10 22:00:00+00:00,138.19,453.02,0.04,0.15,62.03,103.94,5
2025-05-10 23:00:00+00:00,142.59,451.24,0.04,0.15,63.52,103.54,5
2025-05-11 00:00:00+00:00,145.12,441.96,0.04,0.15,65.11,103.52,5
2025-05-11 01:00:00+00:00,144.97,422.51,0.04,0.15,66.58,103.76,5
2025-05-11 02:00:00+00:00,143.55,400.29,0.04,0.14,68.11,104.59,5
2025-05-11 03:00:00+00:00,141.11,378.72,0.04,0.13,69.36,105.02,5
2025-05-11 04:00:00+00:00,137.33,356.41,0.03,0.12,70.07,105.32,5
2025-05-11 05:00:00+00:00,133.13,335.57,0.02,0.12,70.13,105.51,5
2025-05-11 06:00:00+00:00,127.95,314.29,0.02,0.12,69.47,105.91,5
2025-05-11 07:00:00+00:00,123.18,296.06,0.02,0.12,68.27,106.14,5
2025-05-11 08:00:00+00:00,119.76,282.8,0.02,0.13,66.51,106.11,5
2025-05-11 09:00:00+00:00,117.52,273.21,0.02,0.14,64.81,105.84,5
2025-05-11 10:00:00+00:00,115.61,264.27,0.02,0.14,63.7,105.71,5
2025-05-11 11:00:00+00:00,112.35,252.25,0.03,0.15,63.06,105.07,5
2025-05-11 12:00:00+00:00,107.8,237.91,0.03,0.16,62.9,104.2,5
2025-05-11 13:00:00+00:00,102.54,223.23,0.04,0.17,63.47,103.32,5
2025-05-11 14:00:00+00:00,96.63,208.74,0.05,0.18,64.27,102.49,5
2025-05-11 15:00:00+00:00,90.87,195.86,0.06,0.19,65.14,101.96,5
2025-05-11 16:00:00+00:00,85.95,186.42,0.06,0.2,66.04,101.68,5
2025-05-11 17:00:00+00:00,81.9,180.24,0.06,0.21,66.93,101.74,5
2025-05-11 18:00:00+00:00,79.74,180.78,0.06,0.22,67.92,102.41,5
2025-05-11 19:00:00+00:00,80.66,191.11,0.06,0.24,69.15,104.02,5
2025-05-11 20:00:00+00:00,84.45,208.33,0.06,0.25,70.53,106.67,5
2025-05-11 21:00:00+00:00,89.16,226.39,0.06,0.26,72.01,109.82,5
2025-05-11 22:00:00+00:00,93.87,242.4,0.06,0.26,73.73,113.51,5
2025-05-11 23:00:00+00:00,98.13,254.54,0.06,0.26,75.51,117.21,5
2025-05-12 00:00:00+00:00,101.46,262.34,0.06,0.26,77.26,120.83,5
2025-05-12 01:00:00+00:00,103.36,265.23,0.06,0.26,79.13,123.83,5
2025-05-12 02:00:00+00:00,103.6,263.1,0.07,0.27,80.91,126.25,5
2025-05-12 03:00:00+00:00,101.57,255.21,0.06,0.27,82.72,127.76,5
2025-05-12 04:00:00+00:00,97.09,242.02,0.04,0.28,83.97,127.72,5
2025-05-12 05:00:00+00:00,90.97,227.14,0.04,0.29,84.23,126.41,5
2025-05-12 06:00:00+00:00,83.91,212.93,0.03,0.3,82.8,124.12,5
2025-05-12 07:00:00+00:00,76.14,200.38,0.03,0.32,79.92,120.98,5
2025-05-12 08:00:00+00:00,68.32,189.84,0.03,0.33,76.02,117,4
2025-05-12 09:00:00+00:00,61.23,181.1,0.03,0.34,72.21,113.02,4
2025-05-12 10:00:00+00:00,55.1,174.24,0.04,0.35,69.25,109.6,4
2025-05-12 11:00:00+00:00,50.23,168.8,0.04,0.36,67.24,106.46,4
2025-05-12 12:00:00+00:00,47.24,165.72,0.05,0.37,66.15,104.64,4
2025-05-12 13:00:00+00:00,46.1,165.43,0.06,0.39,65.92,104.11,4
2025-05-12 14:00:00+00:00,46.1,166.36,0.08,0.41,66.34,104.42,4
2025-05-12 15:00:00+00:00,46.7,168.07,0.09,0.42,67.62,105.22,4
2025-05-12 16:00:00+00:00,47.36,169.18,0.08,0.43,69.06,106.02,4
2025-05-12 17:00:00+00:00,48.3,171.85,0.08,0.44,70.06,106.99,4
2025-05-12 18:00:00+00:00,49.53,176.82,0.08,0.46,70.44,107.65,4
2025-05-12 19:00:00+00:00,50.68,183.48,0.07,0.47,70.11,107.84,4
2025-05-12 20:00:00+00:00,51.61,190.41,0.07,0.47,69.75,107.78,4
2025-05-12 21:00:00+00:00,52.08,195.69,0.07,0.47,69.45,107.39,4
2025-05-12 22:00:00+00:00,52.05,198.79,0.07,0.46,69.47,106.78,4
2025-05-12 23:00:00+00:00,51.79,200.25,0.07,0.45,69.26,105.98,5
2025-05-13 00:00:00+00:00,51.32,200.99,0.07,0.44,68.76,105.12,5
2025-05-13 01:00:00+00:00,50.77,201.03,0.07,0.44,67.99,104.32,5
2025-05-13 02:00:00+00:00,50.07,199,0.08,0.44,67.39,103.63,4
2025-05-13 03:00:00+00:00,49.05,192.75,0.08,0.44,67.59,103.03,4
2025-05-13 04:00:00+00:00,47.45,181.34,0.06,0.44,68.43,102.48,4
2025-05-13 05:00:00+00:00,45.82,169.16,0.05,0.43,69.27,102.09,4
2025-05-13 06:00:00+00:00,44.36,159.01,0.04,0.43,68.84,101.44,4
2025-05-13 07:00:00+00:00,43.17,152.15,0.04,0.42,66.96,100.57,4
2025-05-13 08:00:00+00:00,42.21,147.86,0.04,0.42,64.33,99.46,4
2025-05-13 09:00:00+00:00,41.42,144.8,0.04,0.41,61.71,98.5,4
2025-05-13 10:00:00+00:00,40.68,141.87,0.04,0.41,59.85,97.67,4
2025-05-13 11:00:00+00:00,39.81,137.44,0.05,0.42,58.89,96.96,4
2025-05-13 12:00:00+00:00,39.04,132.78,0.05,0.42,59.09,96.28,4
2025-05-13 13:00:00+00:00,38.58,129.18,0.07,0.42,60.2,96.21,4
